name,image,distortion,level,MOS,MOS_std,MSE,RMSE,PSNR,SNR,WSNR,NQM,UQI,SSIM,MSSIM,VIF,"CQ(1,1)",GMSM,GMSD
i01_03_1.bmp,1.00000,3.00000,1.00000,4.77143,0.12832,31.90699,5.64863,33.09195,26.00586,35.43394,26.33769,0.87642,0.96447,0.96617,0.62414,0.98812,0.98051,0.03632
i01_03_2.bmp,1.00000,3.00000,2.00000,4.27027,0.13594,64.26012,8.01624,30.05139,22.96531,32.25179,23.27487,0.82385,0.93285,0.93579,0.52047,0.97690,0.96446,0.06144
i01_03_3.bmp,1.00000,3.00000,3.00000,3.70270,0.10719,130.14235,11.40799,26.98662,19.90054,29.38375,20.50694,0.75271,0.87695,0.88314,0.41228,0.95524,0.93805,0.09843
i01_03_4.bmp,1.00000,3.00000,4.00000,3.19444,0.09477,258.61537,16.08152,24.00426,16.91818,26.33040,17.28127,0.65979,0.79134,0.80347,0.31496,0.96475,0.89770,0.14458
i01_03_5.bmp,1.00000,3.00000,5.00000,2.71429,0.09537,513.90349,22.66944,21.02199,13.93591,23.36109,14.25284,0.54663,0.67241,0.69434,0.23035,0.84845,0.84532,0.19082
i02_03_1.bmp,2.00000,3.00000,1.00000,4.80000,0.11285,31.94902,5.65235,33.08623,24.37114,30.85796,22.52294,0.70916,0.99130,0.94948,0.68083,0.95192,0.96766,0.04854
i02_03_2.bmp,2.00000,3.00000,2.00000,4.43243,0.13535,63.29853,7.95604,30.11687,21.40178,28.03589,19.83343,0.60056,0.98294,0.90913,0.59918,0.91066,0.94108,0.08025
i02_03_3.bmp,2.00000,3.00000,3.00000,3.83784,0.09755,127.35373,11.28511,27.08069,18.36559,24.86957,16.44135,0.47923,0.96657,0.84303,0.51562,0.84013,0.89719,0.12432
i02_03_4.bmp,2.00000,3.00000,4.00000,3.52778,0.08320,250.43245,15.82506,24.14390,15.42881,21.87017,13.41503,0.36453,0.93665,0.75657,0.43866,0.73745,0.82898,0.17959
i02_03_5.bmp,2.00000,3.00000,5.00000,2.91892,0.09653,481.38619,21.94051,21.30587,12.59078,19.16579,10.62306,0.26066,0.88625,0.65135,0.36456,0.60336,0.75157,0.22798
i03_03_1.bmp,3.00000,3.00000,1.00000,4.65000,0.11484,31.71743,5.63182,33.11782,25.32829,34.15343,24.80226,0.49254,0.93833,0.93423,0.65193,0.93450,0.95987,0.05657
i03_03_2.bmp,3.00000,3.00000,2.00000,4.07692,0.10500,62.49254,7.90522,30.17252,22.38299,31.21639,21.84370,0.40384,0.89097,0.88406,0.56464,0.87996,0.92676,0.09293
i03_03_3.bmp,3.00000,3.00000,3.00000,3.85000,0.10338,126.39030,11.24234,27.11367,19.32413,28.12488,18.76993,0.32414,0.81560,0.80294,0.47016,0.79095,0.86803,0.14764
i03_03_4.bmp,3.00000,3.00000,4.00000,3.28205,0.07206,249.86573,15.80714,24.15374,16.36420,25.19554,15.84002,0.25360,0.72226,0.70221,0.38660,0.67016,0.79079,0.20293
i03_03_5.bmp,3.00000,3.00000,5.00000,2.89474,0.09697,491.52042,22.17026,21.21539,13.42586,22.26435,12.82986,0.19298,0.61503,0.57981,0.30974,0.53591,0.69620,0.25084
i04_03_1.bmp,4.00000,3.00000,1.00000,4.78049,0.08802,32.07539,5.66351,33.06908,24.99904,33.67299,24.37204,0.67144,0.96383,0.94953,0.62327,0.92993,0.96904,0.04624
i04_03_2.bmp,4.00000,3.00000,2.00000,4.21429,0.08608,63.77521,7.98594,30.08428,22.01424,30.76059,21.70305,0.55420,0.93138,0.90714,0.53007,0.87581,0.94500,0.07544
i04_03_3.bmp,4.00000,3.00000,3.00000,3.90000,0.08515,129.24115,11.36843,27.01680,18.94675,27.48484,18.39229,0.43070,0.87265,0.83752,0.43257,0.78838,0.90207,0.12051
i04_03_4.bmp,4.00000,3.00000,4.00000,3.42500,0.07816,255.12602,15.97266,24.06326,15.99321,24.62953,15.37956,0.31978,0.78127,0.74229,0.34352,0.67279,0.84049,0.17035
i04_03_5.bmp,4.00000,3.00000,5.00000,3.02381,0.07133,506.90616,22.51458,21.08153,13.01148,21.65841,12.39290,0.22229,0.65547,0.61688,0.26398,0.53515,0.76151,0.22003
i05_03_1.bmp,5.00000,3.00000,1.00000,5.09756,0.12816,31.80471,5.63957,33.10589,24.87976,34.13835,29.93813,0.91964,0.96271,0.97639,0.64595,0.99061,0.98675,0.02798
i05_03_2.bmp,5.00000,3.00000,2.00000,4.48780,0.13850,62.98515,7.93632,30.13842,21.91229,31.22898,27.11291,0.87350,0.93149,0.95625,0.54777,0.98167,0.97615,0.04749
i05_03_3.bmp,5.00000,3.00000,3.00000,3.67500,0.10833,125.31310,11.19433,27.15084,18.92471,28.25749,24.02989,0.81120,0.88026,0.92166,0.44849,0.96369,0.95898,0.07482
i05_03_4.bmp,5.00000,3.00000,4.00000,3.07317,0.08719,247.40426,15.72909,24.19673,15.97060,25.22940,21.00052,0.72918,0.80387,0.86535,0.35148,0.93122,0.93297,0.10964
i05_03_5.bmp,5.00000,3.00000,5.00000,2.37500,0.11558,483.38089,21.98592,21.28791,13.06178,22.23725,17.73368,0.62831,0.69875,0.78467,0.26538,0.87446,0.89483,0.15170
i06_03_1.bmp,6.00000,3.00000,1.00000,4.58333,0.12653,30.98500,5.56642,33.21929,28.23097,37.67804,28.41150,0.80143,0.97070,0.95634,0.63546,0.98999,0.98000,0.03561
i06_03_2.bmp,6.00000,3.00000,2.00000,4.05714,0.10647,62.17041,7.88482,30.19497,25.20665,34.53610,25.50724,0.74605,0.94350,0.91863,0.53297,0.97983,0.96257,0.06183
i06_03_3.bmp,6.00000,3.00000,3.00000,3.47222,0.12099,125.09940,11.18478,27.15825,22.16993,31.39819,22.48328,0.67614,0.89445,0.85737,0.43093,0.95951,0.93432,0.09883
i06_03_4.bmp,6.00000,3.00000,4.00000,2.94595,0.10073,247.65775,15.73715,24.19228,19.20397,28.62668,19.83707,0.59109,0.81550,0.76790,0.33569,0.92351,0.89570,0.14015
i06_03_5.bmp,6.00000,3.00000,5.00000,2.50000,0.08333,492.87877,22.20087,21.20340,16.21508,25.60614,16.73279,0.48579,0.70019,0.64630,0.24898,0.86286,0.83982,0.18852
i07_03_1.bmp,7.00000,3.00000,1.00000,4.93333,0.10135,31.99022,5.65599,33.08063,25.73031,35.03988,26.65547,0.73574,0.94717,0.95569,0.62875,0.97000,0.97657,0.04262
i07_03_2.bmp,7.00000,3.00000,2.00000,4.22727,0.09569,63.98306,7.99894,30.07015,22.71983,31.92722,23.75028,0.66580,0.90201,0.91930,0.52960,0.94365,0.95654,0.07369
