name,image,distortion,level,MOS,MOS_std,MSE,RMSE,PSNR,SNR,WSNR,NQM,UQI,SSIM,MSSIM,VIF,"CQ(1,1)",GMSM,GMSD
i01_11_1.bmp,1.00000,11.00000,1.00000,5.91429,0.16349,32.47189,5.69841,33.01573,25.92965,46.21099,35.77096,0.88239,0.96493,0.99226,0.69526,0.95388,0.99603,0.00797
i01_11_2.bmp,1.00000,11.00000,2.00000,5.67568,0.14329,63.68936,7.98056,30.09013,23.00405,42.60832,33.51290,0.81066,0.92960,0.98498,0.61323,0.89860,0.98980,0.01973
i01_11_3.bmp,1.00000,11.00000,3.00000,4.69444,0.12922,124.52574,11.15911,27.17821,20.09213,37.76282,30.50120,0.71278,0.87166,0.97126,0.52879,0.77832,0.97537,0.04535
i01_11_4.bmp,1.00000,11.00000,4.00000,3.67568,0.10847,257.01098,16.03156,24.03129,16.94521,28.63359,21.03882,0.49054,0.75133,0.87978,0.37491,0.57078,0.92121,0.11417
i01_11_5.bmp,1.00000,11.00000,5.00000,1.45946,0.11839,509.10104,22.56327,21.06276,13.97668,19.62886,10.50733,0.15942,0.56731,0.65778,0.22355,0.24819,0.76988,0.23844
i02_11_1.bmp,2.00000,11.00000,1.00000,5.91667,0.16375,32.59484,5.70919,32.99931,24.28422,37.14607,29.50463,0.62559,0.99102,0.97819,0.69836,0.80018,0.98737,0.02198
i02_11_2.bmp,2.00000,11.00000,2.00000,4.80556,0.10259,63.76389,7.98523,30.08506,21.36996,30.44678,22.86340,0.41487,0.98279,0.94706,0.60985,0.61994,0.96356,0.05905
i02_11_3.bmp,2.00000,11.00000,3.00000,2.97297,0.09735,125.52272,11.20369,27.14358,18.42849,23.63960,15.83103,0.19298,0.96676,0.88148,0.53023,0.39426,0.89948,0.14454
i02_11_4.bmp,2.00000,11.00000,4.00000,1.91892,0.08864,250.71496,15.83398,24.13900,15.42391,17.52784,8.72188,0.07652,0.94252,0.79267,0.49182,0.18839,0.83076,0.22336
i02_11_5.bmp,2.00000,11.00000,5.00000,1.27778,0.10838,478.02827,21.86386,21.33627,12.62118,12.64039,3.65976,0.03633,0.91816,0.72469,0.47389,0.08871,0.81646,0.23322
i03_11_1.bmp,3.00000,11.00000,1.00000,5.36842,0.11423,32.58786,5.70858,33.00024,25.21071,39.38279,29.63485,0.50893,0.97959,0.97880,0.69957,0.74962,0.98940,0.02118
i03_11_2.bmp,3.00000,11.00000,2.00000,4.07692,0.10500,63.78241,7.98639,30.08379,22.29426,32.01145,23.15927,0.33495,0.96060,0.94271,0.59974,0.62770,0.96322,0.06823
i03_11_3.bmp,3.00000,11.00000,3.00000,2.84615,0.08534,127.39340,11.28687,27.07933,19.28980,25.82386,16.61967,0.21857,0.93177,0.88361,0.52794,0.43354,0.92401,0.12665
i03_11_4.bmp,3.00000,11.00000,4.00000,1.82051,0.06145,253.74056,15.92924,24.08690,16.29737,19.79593,9.78928,0.12298,0.89519,0.80958,0.48101,0.23101,0.88016,0.18073
i03_11_5.bmp,3.00000,11.00000,5.00000,0.70000,0.09487,503.17259,22.43151,21.11363,13.32410,15.78513,5.58892,0.07714,0.70131,0.71856,0.36916,0.15103,0.85542,0.22035
i04_11_1.bmp,4.00000,11.00000,1.00000,5.30000,0.12349,32.50728,5.70152,33.01100,24.94095,35.44324,26.65786,0.55566,0.96993,0.96589,0.63709,0.75321,0.97778,0.03817
i04_11_2.bmp,4.00000,11.00000,2.00000,4.00000,0.10648,64.04430,8.00277,30.06600,21.99595,28.84016,20.08044,0.39109,0.94778,0.92026,0.55160,0.62599,0.94128,0.09422
i04_11_3.bmp,4.00000,11.00000,3.00000,2.90244,0.08998,126.33160,11.23973,27.11568,19.04564,23.31099,14.02370,0.28475,0.91651,0.86901,0.49747,0.41582,0.90405,0.13725
i04_11_4.bmp,4.00000,11.00000,4.00000,2.00000,0.00000,261.19457,16.16152,23.96116,15.89111,17.43025,7.63817,0.18090,0.87312,0.77410,0.44899,0.18055,0.86854,0.18005
i04_11_5.bmp,4.00000,11.00000,5.00000,0.88095,0.09644,516.91724,22.73581,20.99659,12.92655,13.76254,3.63335,0.09216,0.73417,0.66771,0.38673,0.10561,0.83381,0.21717
i05_11_1.bmp,5.00000,11.00000,1.00000,5.75610,0.14545,32.62812,5.71210,32.99488,24.76875,44.38496,39.97433,0.95210,0.97637,0.99290,0.71596,0.96711,0.99805,0.00464
i05_11_2.bmp,5.00000,11.00000,2.00000,5.40000,0.17607,64.80433,8.05011,30.01476,21.78863,40.78295,37.14083,0.91121,0.95186,0.98506,0.62017,0.92492,0.99458,0.01225
i05_11_3.bmp,5.00000,11.00000,3.00000,4.50000,0.14142,127.11050,11.27433,27.08899,18.86286,36.21000,33.20581,0.84979,0.91343,0.97030,0.52481,0.84112,0.98632,0.02884
