name,image,distortion,level,MOS,MOS_std,MSE,RMSE,PSNR,SNR,WSNR,NQM,UQI,SSIM,MSSIM,VIF,"CQ(1,1)",GMSM,GMSD
i01_15_1.bmp,1.00000,15.00000,1.00000,2.83333,0.12729,132.65679,11.51767,26.90351,19.81743,20.79750,10.39489,0.94137,0.96431,0.94586,0.93040,0.95161,0.96618,0.15924
i01_15_2.bmp,1.00000,15.00000,2.00000,2.82857,0.12445,165.97376,12.88308,25.93041,18.84433,19.67921,9.29827,0.95114,0.96793,0.95113,0.94279,0.95298,0.97139,0.14977
i01_15_3.bmp,1.00000,15.00000,3.00000,3.10811,0.15659,187.76431,13.70271,25.39467,18.30859,18.91956,8.58403,0.96130,0.97463,0.95762,0.95706,0.96082,0.97924,0.12858
i01_15_4.bmp,1.00000,15.00000,4.00000,3.58333,0.13249,218.76043,14.79055,24.73112,17.64504,18.22451,8.00723,0.97291,0.98019,0.96726,0.96885,0.96143,0.98492,0.11058
i01_15_5.bmp,1.00000,15.00000,5.00000,3.89189,0.15185,239.54282,15.47717,24.33697,17.25089,18.34252,8.25469,0.98640,0.98679,0.97983,0.98259,0.97353,0.99154,0.08333
i02_15_1.bmp,2.00000,15.00000,1.00000,3.40000,0.09214,120.36479,10.97109,27.32581,18.61072,17.05147,8.02461,0.93802,0.97870,0.95828,0.93381,0.86253,0.97152,0.13606
i02_15_2.bmp,2.00000,15.00000,2.00000,3.62162,0.11688,166.20359,12.89200,25.92440,17.20931,15.82081,6.73075,0.94860,0.96456,0.95179,0.93928,0.86440,0.97376,0.13150
i02_15_3.bmp,2.00000,15.00000,3.00000,3.83333,0.10758,197.70744,14.06085,25.17057,16.45548,15.20266,6.15943,0.96023,0.96466,0.95687,0.95229,0.88973,0.97882,0.11789
i02_15_4.bmp,2.00000,15.00000,4.00000,3.83784,0.10477,243.73682,15.61207,24.26159,15.54650,14.38761,5.52648,0.97226,0.97234,0.96493,0.96546,0.90321,0.98519,0.10124
i02_15_5.bmp,2.00000,15.00000,5.00000,4.20000,0.10537,220.31473,14.84300,24.70037,15.98528,15.23978,6.14805,0.98548,0.98879,0.97850,0.98321,0.89731,0.99156,0.08032
i03_15_1.bmp,3.00000,15.00000,1.00000,3.72500,0.12241,135.56479,11.64323,26.80933,19.01980,21.77946,11.49329,0.93660,0.96899,0.95951,0.91581,0.87853,0.96960,0.14386
i03_15_2.bmp,3.00000,15.00000,2.00000,4.05000,0.15391,172.20151,13.12256,25.77043,17.98090,21.00307,10.63980,0.94781,0.96766,0.95801,0.92670,0.87979,0.97595,0.12977
i03_15_3.bmp,3.00000,15.00000,3.00000,4.02500,0.14356,189.86539,13.77917,25.34635,17.55681,21.15784,10.85514,0.95961,0.96795,0.96206,0.94011,0.89787,0.98189,0.11343
i03_15_4.bmp,3.00000,15.00000,4.00000,4.28205,0.15363,227.67694,15.08897,24.55761,16.76808,21.02603,10.55798,0.97144,0.97087,0.96761,0.95812,0.91093,0.98711,0.09849
i03_15_5.bmp,3.00000,15.00000,5.00000,4.79487,0.14586,200.45646,14.15826,25.11060,17.32107,20.52080,9.59872,0.98590,0.98682,0.97891,0.97714,0.92146,0.99249,0.07619
i04_15_1.bmp,4.00000,15.00000,1.00000,3.38095,0.11641,73.24951,8.55859,29.48276,21.41271,21.25047,11.19595,0.94103,0.97302,0.95824,0.92942,0.92721,0.97187,0.13436
i04_15_2.bmp,4.00000,15.00000,2.00000,3.40476,0.11693,119.71771,10.94156,27.34922,19.27917,19.82911,9.85363,0.94916,0.95022,0.95203,0.93390,0.92388,0.97704,0.12295
i04_15_3.bmp,4.00000,15.00000,3.00000,3.50000,0.14385,151.78008,12.31991,26.31866,18.24861,19.01037,8.97711,0.95856,0.95847,0.95844,0.94781,0.92915,0.98167,0.11126
i04_15_4.bmp,4.00000,15.00000,4.00000,3.75610,0.08982,193.08436,13.89548,25.27333,17.20329,18.43367,8.27195,0.97120,0.97089,0.96549,0.96325,0.94236,0.98650,0.09645
i04_15_5.bmp,4.00000,15.00000,5.00000,4.05128,0.08844,193.22312,13.90047,25.27021,17.20017,17.89508,7.65566,0.98517,0.98739,0.98188,0.98147,0.90140,0.99165,0.07981
i05_15_1.bmp,5.00000,15.00000,1.00000,3.05000,0.16183,286.71913,16.93278,23.55624,15.33010,16.42385,10.51330,0.94272,0.95601,0.94899,0.91461,0.92933,0.96423,0.16276
i05_15_2.bmp,5.00000,15.00000,2.00000,3.10000,0.14491,292.79302,17.11120,23.46520,15.23906,16.51013,10.57681,0.95375,0.95764,0.95261,0.92775,0.94177,0.97118,0.14722
i05_15_3.bmp,5.00000,15.00000,3.00000,3.31707,0.16339,288.89264,16.99684,23.52344,15.29731,16.56024,10.67821,0.96414,0.96660,0.96065,0.94448,0.95695,0.97816,0.12818
i05_15_4.bmp,5.00000,15.00000,4.00000,3.90000,0.17248,291.14185,17.06288,23.48976,15.26363,16.76492,10.49463,0.97499,0.97603,0.97135,0.96250,0.97299,0.98571,0.10334
i05_15_5.bmp,5.00000,15.00000,5.00000,3.84615,0.15186,272.65679,16.51232,23.77464,15.54851,18.47597,12.22085,0.98669,0.98469,0.98297,0.97825,0.98584,0.99225,0.07747
i06_15_1.bmp,6.00000,15.00000,1.00000,3.62162,0.19621,184.36377,13.57806,25.47405,20.48573,22.00080,12.25277,0.94040,0.97002,0.95167,0.92216,0.93444,0.96543,0.15998
i06_15_2.bmp,6.00000,15.00000,2.00000,3.32432,0.16684,217.53054,14.74892,24.75560,19.76728,21.08139,11.42725,0.95145,0.97279,0.95261,0.93644,0.93940,0.97099,0.15001
i06_15_3.bmp,6.00000,15.00000,3.00000,3.75000,0.18582,229.17277,15.13845,24.52917,19.54085,20.44526,10.69746,0.96313,0.98042,0.96162,0.95312,0.95137,0.97794,0.13222
i06_15_4.bmp,6.00000,15.00000,4.00000,4.40541,0.17706,264.50518,16.26362,23.90646,18.91814,19.67748,10.01831,0.97518,0.98573,0.96962,0.96939,0.95660,0.98459,0.11461
i06_15_5.bmp,6.00000,15.00000,5.00000,4.83333,0.18634,273.70252,16.54396,23.75802,18.76970,19.41782,9.23770,0.98668,0.99003,0.98003,0.98314,0.96428,0.99212,0.08248
i07_15_1.bmp,7.00000,15.00000,1.00000,3.63636,0.13671,129.54964,11.38199,27.00644,19.65612,21.53562,11.57836,0.94340,0.96283,0.95344,0.91517,0.90114,0.96676,0.15656
i07_15_2.bmp,7.00000,15.00000,2.00000,3.28889,0.18492,169.59749,13.02296,25.83661,18.48629,20.19288,10.21629,0.95203,0.95912,0.95267,0.92692,0.90383,0.97269,0.14351
i07_15_3.bmp,7.00000,15.00000,3.00000,3.04545,0.15731,198.01949,14.07194,25.16372,17.81340,19.72615,9.79429,0.96255,0.96193,0.95769,0.94297,0.91403,0.97844,0.12902
i07_15_4.bmp,7.00000,15.00000,4.00000,3.34091,0.16990,224.64719,14.98823,24.61579,17.26547,19.09538,9.23273,0.97362,0.97329,0.96570,0.95920,0.93435,0.98480,0.10979
i07_15_5.bmp,7.00000,15.00000,5.00000,3.65116,0.15733,226.93746,15.06444,24.57174,17.22142,19.42595,9.38315,0.98596,0.98757,0.97854,0.97922,0.95501,0.99189,0.07947
i08_15_1.bmp,8.00000,15.00000,1.00000,3.77419,0.17497,310.96585,17.63422,23.20368,17.78569,19.87953,12.85964,0.94461,0.94904,0.93903,0.91155,0.92242,0.96214,0.17078
i08_15_2.bmp,8.00000,15.00000,2.00000,2.93548,0.20369,313.85208,17.71587,23.16355,17.74557,19.67011,12.44969,0.95541,0.95706,0.94871,0.92834,0.94108,0.96991,0.15302
i08_15_3.bmp,8.00000,15.00000,3.00000,3.28125,0.19880,304.12689,17.43923,23.30026,17.88227,20.22646,13.17754,0.96733,0.96552,0.96030,0.94592,0.94765,0.97719,0.13463
i08_15_4.bmp,8.00000,15.00000,4.00000,3.68750,0.15586,292.57640,17.10486,23.46841,18.05042,20.28668,13.30084,0.97746,0.97619,0.97051,0.96181,0.96694,0.98582,0.10611
i08_15_5.bmp,8.00000,15.00000,5.00000,3.51613,0.15718,180.75527,13.44453,25.55989,20.14191,24.24958,16.90928,0.98770,0.98848,0.98596,0.98121,0.99028,0.99320,0.07170
i09_15_1.bmp,9.00000,15.00000,1.00000,2.90909,0.16242,184.96485,13.60018,25.45991,20.30518,22.07222,10.52580,0.94250,0.95692,0.94548,0.89085,0.89057,0.96451,0.16288
i09_15_2.bmp,9.00000,15.00000,2.00000,3.06061,0.16000,205.82221,14.34651,24.99588,19.84115,21.43204,9.50369,0.95239,0.96225,0.94947,0.91014,0.91199,0.97169,0.14651
i09_15_3.bmp,9.00000,15.00000,3.00000,3.25000,0.13258,218.25377,14.77341,24.74119,19.58646,20.86014,9.09306,0.96356,0.97063,0.95544,0.92923,0.91920,0.97818,0.12989
i09_15_4.bmp,9.00000,15.00000,4.00000,3.59375,0.13154,240.57403,15.51045,24.31832,19.16359,20.63557,8.80433,0.97468,0.97745,0.96519,0.95099,0.93159,0.98576,0.10643
