name,image,distortion,level,MOS,MOS_std,MSE,RMSE,PSNR,SNR,WSNR,NQM,UQI,SSIM,MSSIM,VIF,"CQ(1,1)",GMSM,GMSD
i01_22_1.bmp,1.00000,22.00000,1.00000,5.55556,0.13290,32.85066,5.73155,32.96536,25.87928,41.78798,30.89149,0.87553,0.96311,0.98998,0.70302,0.96492,0.99520,0.01832
i01_22_2.bmp,1.00000,22.00000,2.00000,5.18919,0.14218,63.20910,7.95041,30.12301,23.03693,36.40600,26.12890,0.81441,0.93293,0.98005,0.61776,0.92975,0.98866,0.03091
i01_22_3.bmp,1.00000,22.00000,3.00000,4.30556,0.10985,139.70386,11.81964,26.67872,19.59264,29.47360,20.82134,0.72889,0.88011,0.96200,0.53572,0.83715,0.96924,0.08308
i01_22_4.bmp,1.00000,22.00000,4.00000,3.16216,0.10477,213.79197,14.62163,24.83089,17.74481,28.43805,19.40462,0.67149,0.82380,0.94458,0.46292,0.77984,0.95692,0.09566
i01_22_5.bmp,1.00000,22.00000,5.00000,2.19444,0.10259,539.12475,23.21906,20.81391,13.72783,20.32768,10.91108,0.38659,0.63745,0.82590,0.31590,0.48224,0.82603,0.22344
i02_22_1.bmp,2.00000,22.00000,1.00000,5.51351,0.15107,33.02225,5.74650,32.94274,24.22764,35.98438,27.02949,0.73364,0.98876,0.98708,0.74490,0.87322,0.99364,0.01614
i02_22_2.bmp,2.00000,22.00000,2.00000,5.24324,0.15002,64.12593,8.00787,30.06047,21.34537,33.18997,24.81117,0.61974,0.98074,0.97716,0.68762,0.76764,0.98640,0.02781
i02_22_3.bmp,2.00000,22.00000,3.00000,4.48571,0.08448,135.68041,11.64819,26.80563,18.09054,28.98732,21.06668,0.47336,0.96029,0.96139,0.62249,0.60021,0.97063,0.05940
i02_22_4.bmp,2.00000,22.00000,4.00000,3.80556,0.09477,230.76314,15.19089,24.49914,15.78405,21.92530,14.42794,0.39628,0.94268,0.94253,0.57909,0.48934,0.93842,0.12489
i02_22_5.bmp,2.00000,22.00000,5.00000,2.22222,0.08881,574.17834,23.96202,20.54034,11.82524,16.95910,9.10500,0.11787,0.89042,0.85034,0.49815,0.29520,0.82725,0.22145
i03_22_1.bmp,3.00000,22.00000,1.00000,5.97436,0.10564,31.91090,5.64897,33.09141,25.30188,43.59906,31.64909,0.55883,0.96146,0.98547,0.74947,0.87116,0.99550,0.01020
i03_22_2.bmp,3.00000,22.00000,2.00000,5.35897,0.12814,64.90534,8.05639,30.00800,22.21847,39.13536,28.25245,0.45646,0.93479,0.97460,0.68966,0.76864,0.99195,0.01697
