name,image,distortion,level,MOS,MOS_std,MSE,RMSE,PSNR,SNR,WSNR,NQM,UQI,SSIM,MSSIM,VIF,"CQ(1,1)",GMSM,GMSD
i01_19_1.bmp,1.00000,19.00000,1.00000,5.94444,0.17098,32.45995,5.69736,33.01733,25.93124,43.68685,33.69643,0.90083,0.96219,0.98911,0.69187,0.97771,0.99508,0.01110
i01_19_2.bmp,1.00000,19.00000,2.00000,5.47222,0.10748,64.81795,8.05096,30.01385,22.92777,40.55123,31.28993,0.84667,0.92911,0.97915,0.60860,0.95672,0.99074,0.01983
i01_19_3.bmp,1.00000,19.00000,3.00000,5.08108,0.14493,129.33096,11.37238,27.01378,19.92770,37.70686,28.66089,0.77151,0.87379,0.96164,0.52186,0.91909,0.98289,0.03421
i01_19_4.bmp,1.00000,19.00000,4.00000,4.52778,0.12721,260.26945,16.13287,23.97657,16.89049,34.60141,26.21002,0.67118,0.78781,0.92986,0.43026,0.85272,0.96857,0.05772
i01_19_5.bmp,1.00000,19.00000,5.00000,3.94444,0.11072,516.02502,22.71618,21.00410,13.91802,31.65846,23.53087,0.55363,0.67393,0.87941,0.34622,0.75552,0.94625,0.08876
i02_19_1.bmp,2.00000,19.00000,1.00000,5.77778,0.13095,32.47743,5.69890,33.01499,24.29990,42.12200,33.24404,0.79117,0.99176,0.98989,0.77210,0.93055,0.99340,0.01153
i02_19_2.bmp,2.00000,19.00000,2.00000,5.43243,0.11170,64.96412,8.06003,30.00407,21.28898,38.83692,30.41237,0.70626,0.98389,0.98219,0.70693,0.87370,0.98718,0.02180
i02_19_3.bmp,2.00000,19.00000,3.00000,4.83333,0.15466,129.05354,11.36017,27.02310,18.30801,35.83029,27.94673,0.60761,0.96911,0.96966,0.63628,0.78897,0.97601,0.03828
i02_19_4.bmp,2.00000,19.00000,4.00000,4.22222,0.09711,259.97237,16.12366,23.98153,15.26644,32.37628,24.91610,0.49617,0.94159,0.94828,0.56176,0.66636,0.95505,0.06638
i02_19_5.bmp,2.00000,19.00000,5.00000,3.75676,0.08886,518.40773,22.76857,20.98409,12.26900,29.23293,22.00461,0.38348,0.89301,0.91529,0.48622,0.53238,0.91928,0.10638
i03_19_1.bmp,3.00000,19.00000,1.00000,5.51282,0.10174,32.61216,5.71071,32.99701,25.20748,41.34781,31.12901,0.57157,0.94393,0.97983,0.74607,0.87483,0.99013,0.01813
i03_19_2.bmp,3.00000,19.00000,2.00000,5.02564,0.11743,65.29371,8.08045,29.98209,22.19256,38.12179,28.50089,0.48658,0.90115,0.96334,0.67983,0.78598,0.98060,0.03304
i03_19_3.bmp,3.00000,19.00000,3.00000,4.70000,0.10724,129.43486,11.37694,27.01029,19.22076,35.00475,25.94452,0.40429,0.83882,0.93723,0.61007,0.66212,0.96318,0.05768
i03_19_4.bmp,3.00000,19.00000,4.00000,4.30769,0.10971,257.77142,16.05526,24.01846,16.22892,31.90544,23.26387,0.32271,0.75629,0.89457,0.53409,0.52854,0.93204,0.09533
i03_19_5.bmp,3.00000,19.00000,5.00000,3.69231,0.09699,516.26511,22.72147,21.00208,13.21254,28.62651,20.17730,0.24654,0.65632,0.83390,0.45597,0.39596,0.88324,0.14235
i04_19_1.bmp,4.00000,19.00000,1.00000,5.45238,0.13129,32.49936,5.70082,33.01205,24.94201,42.68494,32.63168,0.69784,0.95685,0.98141,0.71128,0.89145,0.99276,0.01377
i04_19_2.bmp,4.00000,19.00000,2.00000,5.35714,0.11577,64.85718,8.05340,30.01122,21.94118,39.59035,30.26171,0.59780,0.92068,0.96653,0.63790,0.81499,0.98623,0.02544
i04_19_3.bmp,4.00000,19.00000,3.00000,4.90244,0.10801,129.76611,11.39149,26.99919,18.92914,36.75810,27.71019,0.49161,0.86133,0.94184,0.56058,0.70709,0.97374,0.04579
i04_19_4.bmp,4.00000,19.00000,4.00000,4.42500,0.07816,257.92866,16.06016,24.01581,15.94576,33.60434,25.26095,0.38753,0.77473,0.90357,0.48160,0.57823,0.95325,0.07466
i04_19_5.bmp,4.00000,19.00000,5.00000,4.16667,0.10603,518.21647,22.76437,20.98569,12.91564,30.67008,22.47574,0.28756,0.65985,0.84332,0.40253,0.44277,0.91709,0.11595
i05_19_1.bmp,5.00000,19.00000,1.00000,5.17500,0.16158,32.76472,5.72405,32.97674,24.75061,41.27461,37.15589,0.94306,0.97238,0.99317,0.73038,0.98216,0.99702,0.01002
i05_19_2.bmp,5.00000,19.00000,2.00000,4.80488,0.17662,64.91661,8.05708,30.00725,21.78111,38.20196,34.67026,0.90905,0.94971,0.98732,0.65399,0.96527,0.99435,0.01729
i05_19_3.bmp,5.00000,19.00000,3.00000,4.22500,0.11450,129.42868,11.37667,27.01050,18.78437,35.02631,31.87697,0.85870,0.91088,0.97647,0.56885,0.93333,0.98976,0.02785
i05_19_4.bmp,5.00000,19.00000,4.00000,3.65000,0.11484,259.76871,16.11734,23.98494,15.75880,31.77218,28.82896,0.78810,0.84929,0.95762,0.47911,0.87696,0.98128,0.04630
i05_19_5.bmp,5.00000,19.00000,5.00000,3.36585,0.11827,514.91207,22.69167,21.01347,12.78734,28.36136,25.46865,0.69451,0.75923,0.92667,0.39110,0.78762,0.96805,0.06912
i06_19_1.bmp,6.00000,19.00000,1.00000,5.33333,0.14164,32.44166,5.69576,33.01977,28.03145,42.26578,32.31043,0.80664,0.97377,0.98415,0.72390,0.97932,0.99198,0.01976
i06_19_2.bmp,6.00000,19.00000,2.00000,5.27027,0.16057,64.82278,8.05126,30.01353,25.02521,39.15109,30.10754,0.76536,0.94905,0.97139,0.64369,0.95904,0.98474,0.03513
i06_19_3.bmp,6.00000,19.00000,3.00000,4.94595,0.16192,129.06157,11.36053,27.02283,22.03452,35.96551,27.62543,0.70782,0.90430,0.94868,0.55658,0.92213,0.97264,0.05787
i06_19_4.bmp,6.00000,19.00000,4.00000,4.19444,0.16111,259.98961,16.12419,23.98124,18.99292,32.72689,25.04971,0.62815,0.82715,0.91192,0.46321,0.86043,0.95348,0.08756
i06_19_5.bmp,6.00000,19.00000,5.00000,3.59459,0.11117,517.37120,22.74580,20.99278,16.00446,29.23146,21.90227,0.52679,0.71267,0.85458,0.37252,0.76637,0.92200,0.13041
i07_19_1.bmp,7.00000,19.00000,1.00000,5.86667,0.12413,32.66882,5.71566,32.98947,25.63915,43.29247,34.25971,0.74066,0.94495,0.98260,0.71177,0.94345,0.99261,0.01686
i07_19_2.bmp,7.00000,19.00000,2.00000,5.44444,0.13898,64.85092,8.05301,30.01164,22.66132,40.27002,31.95040,0.67969,0.90054,0.96887,0.63565,0.89739,0.98596,0.03019
i07_19_3.bmp,7.00000,19.00000,3.00000,4.80000,0.11590,130.34293,11.41678,26.97993,19.62961,37.28228,29.60150,0.61077,0.82896,0.94506,0.55339,0.81964,0.97229,0.05623
i07_19_4.bmp,7.00000,19.00000,4.00000,4.11364,0.10273,259.62477,16.11288,23.98734,16.63702,34.20447,26.79537,0.53452,0.73186,0.90799,0.46797,0.71051,0.95076,0.09114
i07_19_5.bmp,7.00000,19.00000,5.00000,3.70455,0.08849,516.50108,22.72666,21.00009,13.64977,31.09262,23.76473,0.45097,0.61640,0.85193,0.38441,0.57849,0.91787,0.13588
i08_19_1.bmp,8.00000,19.00000,1.00000,5.38710,0.18630,32.65384,5.71435,32.99146,27.57347,43.41274,36.16158,0.89434,0.96885,0.98776,0.70176,0.99009,0.99523,0.01424
i08_19_2.bmp,8.00000,19.00000,2.00000,4.93548,0.12014,64.80268,8.05001,30.01487,24.59689,40.28285,33.75449,0.85212,0.94170,0.97721,0.61784,0.98047,0.99127,0.02468
i08_19_3.bmp,8.00000,19.00000,3.00000,4.68750,0.14278,129.03577,11.35939,27.02370,21.60572,36.87210,31.06173,0.79908,0.89441,0.95876,0.52772,0.96209,0.98413,0.04071
